enso_index,action_WWV,action_NPMM,action_SPMM,action_IOB,action_IOD,action_SIOD,action_TNA,action_ATL3,action_SASD,state_Nino34,state_WWV,state_NPMM,state_SPMM,state_IOB,state_IOD,state_SIOD,state_TNA,state_ATL3,state_SASD
-1.6998281,-0.45461345,-1.0,-0.8949472,1.0,-1.0,-1.0,-0.5060947,-1.0,-1.0,-1.6998281,-6.5287595,-1.0359957,-0.61963916,-0.41942018,-0.57398176,-0.5945418,-0.09817205,0.11216834,-0.64893156
-1.7120118,-0.41985065,-1.0,-0.87562895,1.0,-1.0,-1.0,-0.26588207,-1.0,-1.0,-1.7120118,-7.0281196,-0.9645031,-0.6987582,-0.32401213,-0.712032,-0.6468754,-0.15053862,0.18277237,-0.60777116
-1.5520223,-0.44427437,-1.0,-0.5124258,1.0,-0.46346518,-1.0,0.55294853,-1.0,-1.0,-1.5520223,-10.033223,-1.0217159,-0.7293836,-0.21332246,-0.93996894,-0.72792643,-0.18625405,0.08852352,-0.6115192
-1.7789323,-0.3548562,-1.0,-0.59501755,1.0,-0.6874041,-1.0,0.16346496,-1.0,-1.0,-1.7789323,-8.922015,-0.868437,-0.8103672,-0.18986581,-1.1416783,-0.63944805,-0.19786215,-0.18422124,-0.3565105
-1.9667352,-0.4114889,-1.0,-0.7910373,1.0,-1.0,-1.0,-0.42462867,-1.0,-1.0,-1.9667352,-7.3757825,-0.83422303,-0.7755943,-0.22100745,-0.9600853,-0.59622794,-0.21737508,-0.32305318,-0.29075927
-2.125374,-0.37626362,-1.0,-0.8429611,1.0,-1.0,-1.0,-0.47284257,-1.0,-1.0,-2.125374,-7.602746,-0.6017832,-0.67065686,-0.26010028,-0.79982966,-0.66397583,-0.12190484,-0.28570116,0.14285211
-2.078134,-0.72302735,-1.0,-1.0,1.0,-1.0,-1.0,-0.19280905,-1.0,-1.0,-2.078134,-6.6153183,-0.556579,-1.0831575,-0.2364699,-0.58801264,-0.71060836,-0.1096613,-0.35029003,0.13888091
-1.9330664,-0.19572039,-1.0,-1.0,0.8574419,-1.0,-1.0,-1.0,-1.0,-1.0,-1.9330664,-2.7236123,-0.5168261,-1.0012684,-0.30025488,-0.47703,-0.46520635,-0.05261436,-0.40741828,0.41695383
-1.5786769,-0.0036479235,-1.0,-1.0,0.47858667,-1.0,-0.6633158,-1.0,-1.0,-1.0,-1.5786769,-1.1830008,-0.57025737,-0.9429893,-0.3162563,-0.44286144,-0.27456474,-0.12977153,-0.3039068,0.46251428
-1.5742118,0.29794425,-1.0,-1.0,0.17082304,-1.0,-0.29862314,-1.0,-1.0,-1.0,-1.5742118,0.70773315,-0.6580306,-0.7968519,-0.41198328,-0.43987644,-0.3955937,-0.11334598,-0.24719015,0.40837473
-1.4272432,0.15439971,-1.0,-1.0,0.37825954,-1.0,-0.2954352,-1.0,-1.0,-1.0,-1.4272432,1.0278568,-0.6647241,-1.0073293,-0.47238347,-0.37045047,-0.3660657,-0.25222582,0.2559362,0.122709386
-1.4485679,0.29214695,-1.0,-1.0,0.28112984,-1.0,-0.19166733,-1.0,-1.0,-1.0,-1.4485679,2.6631844,-0.7713667,-0.97695595,-0.58212173,-0.2640019,-0.38566253,-0.2813368,0.4506622,0.07544964
-1.3852535,0.7636586,-1.0,-1.0,-0.40081662,-1.0,0.06626631,-1.0,-1.0,-1.0,-1.3852535,4.1713424,-0.9130733,-0.874938,-0.58212173,-0.09701164,-0.34146696,-0.40885803,0.2849265,0.14529866
-1.3387088,1.0,-1.0,-1.0,-1.0,-1.0,0.7071183,-1.0,-1.0,-0.23315904,-1.3387088,5.7243824,-0.95336884,-0.8637742,-0.5217101,-0.18465273,-0.36358985,-0.36079064,0.20769905,0.073290564
-1.1624912,0.23092948,-1.0,-1.0,0.027986666,-1.0,-0.4153875,-1.0,-1.0,-1.0,-1.1624912,0.37598145,-0.9928479,-0.87761056,-0.5352553,-0.17958993,-0.39236498,-0.33526778,0.259394,0.020840993
-1.0944235,0.0965042,-1.0,-1.0,0.17325887,-1.0,-0.7327176,-1.0,-1.0,-1.0,-1.0944235,-0.8804275,-1.0280298,-0.9592083,-0.44546095,-0.2734666,-0.4593069,-0.35716334,0.054999672,0.18333858
-1.1931971,0.17678465,-1.0,-1.0,-0.030838529,-1.0,-0.55503356,-1.0,-1.0,-1.0,-1.1931971,-0.116207734,-0.9966534,-0.780688,-0.38674593,-0.35927156,-0.2596434,-0.35921973,-0.025537746,0.2470753
-1.4664179,0.14686818,-1.0,-1.0,-0.13584629,-1.0,-0.5679939,-1.0,-1.0,-1.0,-1.4664179,0.05790095,-0.8744123,-0.60715795,-0.42136422,-0.25151032,-0.2582798,-0.42830658,-0.08057546,0.20068614
-1.5660715,0.2984354,-1.0,-1.0,0.020521937,-1.0,-0.36464775,-1.0,-1.0,-1.0,-1.5660715,0.24144779,-0.8202786,-0.44042203,-0.43257594,-0.10033472,-0.29884276,-0.35048795,-0.19904238,0.42788476
-1.5499066,0.32802272,-1.0,-1.0,-0.22017315,-1.0,-0.34889936,-1.0,-1.0,-1.0,-1.5499066,0.92236567,-0.80392724,-0.2005359,-0.32266054,0.062020384,-0.14233325,-0.3779324,-0.31877062,0.30660188
-1.4318573,0.48689616,-1.0,-1.0,-0.57292914,-1.0,-0.14172168,-1.0,-1.0,-1.0,-1.4318573,2.1635463,-0.83008105,-0.19024707,-0.3400877,0.010167067,-0.13816401,-0.5423481,-0.15987031,0.038399044
-1.4014311,0.28859717,-1.0,-1.0,-0.5057533,-1.0,-0.33369935,-1.0,-1.0,-1.0,-1.4014311,1.3588732,-0.73251235,-0.12202419,-0.34196934,-0.18257304,-0.15737048,-0.6619884,-0.19686474,0.08650585
-1.310459,0.8660293,-1.0,-1.0,-1.0,-1.0,0.28960943,-1.0,-1.0,-0.5529754,-1.310459,3.3862982,-0.55965066,-0.28491676,-0.39758456,-0.20293333,-0.12378979,-0.78766966,-0.40787178,-0.051020667
-1.1417466,1.0,1.0,-0.72559327,-1.0,-1.0,1.0,-1.0,-1.0,0.9531678,-1.1417466,7.692826,-0.5069549,-0.29347447,-0.4564154,-0.31987414,-0.13108782,-0.7775219,-0.2865991,0.093571946
-0.9034708,1.0,1.0,-0.72488403,-1.0,-1.0,1.0,-1.0,-1.0,0.9657831,-0.9034708,6.849097,-0.38680997,-0.3389576,-0.4920763,-0.54434776,-0.11770352,-0.49502623,-0.23636313,-0.012015455
-0.9144006,1.0,1.0,-0.7099156,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.9144006,7.7205114,-0.37829366,-0.44404525,-0.4178524,-0.8292674,-0.12485318,-0.44301665,-0.42337176,0.079373665
-0.8198066,1.0,1.0,-0.82279587,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.8198066,8.428944,-0.24556898,-0.5409464,-0.4199957,-1.0466684,-0.0693661,-0.33586982,-0.30695075,-0.035161622
-0.77650136,1.0,1.0,-0.66072464,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.77650136,8.895471,-0.27305827,-0.5333441,-0.40421313,-1.0297176,-0.008680194,-0.4192592,-0.6365245,-0.023200296
-0.7190594,1.0,0.022200301,-0.7580448,-1.0,-1.0,1.0,-1.0,-1.0,0.45273688,-0.7190594,4.943847,-0.2702964,-0.40294525,-0.26576182,-0.93107224,-0.045989055,-0.3631107,-0.64947253,0.096023105
-0.7955855,1.0,1.0,-0.5175723,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.7955855,8.78998,-0.26728228,-0.59207994,-0.25782007,-0.5933954,0.08185816,-0.35348403,-0.689599,0.14494413
-0.8271341,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.8271341,7.4435673,-0.20566903,-0.6135832,-0.303842,-0.5278062,0.22956745,-0.28896698,-0.7952688,0.22833987
-0.7494152,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.7494152,9.681664,-0.1870731,-0.5107348,-0.34961516,-0.35344875,0.13202429,-0.2486108,-0.62771887,0.36823678
-0.74499696,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.74499696,11.978116,-0.12819104,-0.47187126,-0.24213429,-0.22638746,0.20999455,-0.037901763,-0.51735264,0.27349675
-0.6767265,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.6767265,10.867869,-0.08217271,-0.4153419,-0.199307,-0.1048702,0.13834205,-0.055616543,-0.49331647,0.34134716
-0.27301946,1.0,1.0,-0.88571334,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.27301946,9.303327,-0.03713911,-0.34044906,-0.12035967,-0.22477041,0.012366871,-0.05460056,-0.43888703,0.16690859
-0.14837657,1.0,1.0,-0.48292983,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.14837657,6.197583,0.02075665,-0.33127308,-0.10006557,-0.20728292,0.089959234,0.050704096,-0.41014087,0.3042885
-0.08078484,1.0,1.0,-0.053616866,-1.0,-1.0,1.0,-1.0,-1.0,0.8968086,-0.08078484,3.830501,0.14753248,-0.33085808,-0.079935476,-0.32108432,0.01182006,0.020775551,-0.55334127,0.14871264
-0.2519254,1.0,0.98522055,-0.24131392,-1.0,-1.0,1.0,-1.0,-1.0,0.9736563,-0.2519254,4.5436482,0.2274723,-0.33353138,-0.094401464,-0.49855858,0.0570875,0.07236874,-0.47915846,0.13749048
-0.14476478,1.0,0.7302319,0.10488762,-1.0,-1.0,0.94118345,-1.0,-1.0,0.7259071,-0.14476478,3.4646862,0.3683883,-0.26599005,-0.11639942,-0.43107045,0.17805122,-0.0017613309,-0.52839655,0.19377442
-0.031183418,1.0,0.9816164,0.00039179623,-1.0,-1.0,1.0,-1.0,-1.0,0.9099601,-0.031183418,4.473615,0.26785854,-0.11723177,-0.10354462,-0.4951351,0.068583846,-0.0059772264,-0.47695237,0.34227642
0.0056366525,1.0,1.0,0.3769187,-1.0,-1.0,0.829764,-1.0,-1.0,0.76459867,0.0056366525,3.5355024,0.31267223,-0.22660445,-0.043544002,-0.26610905,0.2226288,0.013192129,-0.5612884,0.19840665
0.096857674,1.0,1.0,0.050407127,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.096857674,6.577861,0.34315246,-0.30647755,0.0012049668,-0.23845655,0.102812745,0.055750914,-0.79417825,0.18105978
0.17767698,1.0,1.0,-0.7937971,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.17767698,8.799089,0.40149525,-0.6570533,-0.054699816,-0.14892331,0.154703,0.30325928,-0.79302084,0.109271
0.25319555,1.0,1.0,-0.2257124,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.25319555,6.04885,0.33365005,-0.52397156,-0.14936538,-0.42055434,0.26866642,0.30038735,-0.5434853,0.38000748
0.41399214,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.41399214,3.4077356,0.3778197,-0.061992418,-0.10988807,-0.5262648,0.20575157,0.2427711,-0.55162644,0.547567
0.40573394,1.0,1.0,0.6202971,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.40573394,4.952567,0.32201782,0.13842013,-0.13236141,-0.5723717,0.09584421,0.017920053,-0.6258923,0.5293551
0.402877,1.0,1.0,0.3183423,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.402877,6.309999,0.39350793,0.12355063,-0.12777652,-0.59211147,0.16700228,-0.02082389,-0.8121114,0.4858428
0.5226016,0.95498496,1.0,1.0,-1.0,-0.7606712,-0.8820865,-1.0,-1.0,0.7438852,0.5226016,1.734176,0.45676038,0.0749201,-0.1530071,-0.41997418,0.30618358,-0.11211875,-1.0108353,0.4380321
0.6467001,1.0,1.0,1.0,0.52901393,0.7387743,-1.0,-1.0,-1.0,0.6338876,0.6467001,-2.2545705,0.47606638,0.10134738,-0.20310688,-0.3721578,0.13835666,-0.15689301,-1.2200918,0.31493822
0.53141737,0.82772464,0.7299036,1.0,0.69126856,0.4779663,-1.0,-1.0,-1.0,0.24144372,0.53141737,-3.4796846,0.5202617,0.061327327,-0.1651598,-0.005325875,-0.05541753,-0.20451982,-1.0073417,0.32214352
0.44634724,0.5693698,-0.39532363,1.0,1.0,0.7653191,-1.0,-1.0,-1.0,-0.20577154,0.44634724,-5.5374517,0.5021419,0.09585745,-0.15965809,0.06047932,-0.1397499,-0.1845358,-0.76254207,0.25702366
0.46103504,0.5838439,-0.29681945,1.0,1.0,0.61747926,-1.0,-1.0,-1.0,-0.22120565,0.46103504,-5.104186,0.5439148,0.065672755,-0.10189053,0.20175146,-0.2452993,-0.16904712,-0.5109787,0.2791715
0.5607732,0.71110404,-0.09931646,1.0,1.0,0.695779,-1.0,-1.0,-1.0,-0.059423063,0.5607732,-5.074333,0.48669645,0.11487548,-0.10591043,0.114840165,-0.19466768,-0.2054581,-0.39323193,0.21184495
0.54548806,0.77025,-0.19351162,1.0,1.0,0.9398191,-1.0,-0.96234816,-1.0,0.0508137,0.54548806,-6.033057,0.4654799,0.27918008,-0.11744583,0.0012243225,-0.06739281,-0.34253758,-0.18636261,-0.15231638
0.6055643,1.0,1.0,1.0,0.4254296,1.0,-1.0,-1.0,-1.0,0.9935161,0.6055643,-3.0337665,0.3160963,0.42330605,-0.070101656,-0.05412513,-0.095797636,-0.42004594,-0.19221194,-0.38504127
0.6494472,1.0,1.0,1.0,-0.032351866,1.0,-1.0,-1.0,-1.0,1.0,0.6494472,-2.033522,0.46975398,0.4826832,-0.0067605483,-0.33805826,0.041081846,-0.5574123,-0.16660143,-0.4464483
0.6276645,1.0,1.0,1.0,-0.37911254,1.0,-1.0,-1.0,-1.0,1.0,0.6276645,-1.1219871,0.32029524,0.54150975,-0.09277582,-0.26272935,0.22878678,-0.686286,-0.15859893,-0.36419752
0.67445093,1.0,1.0,1.0,-0.95621234,0.6493339,-0.6056427,-1.0,-1.0,1.0,0.67445093,1.0433807,0.40079707,0.4075819,-0.06528469,-0.2296428,0.24076119,-0.66458505,-0.20167997,-0.26946235
0.7609892,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.7609892,4.055326,0.4386729,0.31471643,-0.032806188,-0.05605582,-0.022418046,-0.6899866,-0.5219697,-0.1687466
0.91124195,1.0,1.0,0.8624751,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.91124195,6.668413,0.3909368,0.27063712,-0.0989054,-0.08693564,0.19183306,-0.73751414,-0.99443996,-0.133082
1.08439,1.0,1.0,1.0,-1.0,-1.0,0.7570507,-1.0,-1.0,1.0,1.08439,4.638598,0.39191353,0.33617246,-0.17167579,0.01568735,0.23445849,-0.76575387,-1.1821463,-0.056021515
1.3747983,1.0,1.0,1.0,-1.0,-1.0,0.5115574,-1.0,-1.0,1.0,1.3747983,4.3646507,0.41091225,0.29069462,-0.23177265,0.19972298,0.32327455,-0.74802995,-1.1319671,0.02165224
1.6129512,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.6129512,6.49784,0.5089576,0.2974214,-0.1806574,0.33583218,0.4737543,-0.780509,-0.9190272,0.027231492
1.9737687,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.9737687,9.622857,0.56316173,0.36766663,-0.18721269,0.6981498,0.63442254,-0.7967835,-1.0787921,-0.011891748
2.2702737,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,2.2702737,9.595681,0.4995831,0.5160824,-0.08764115,0.81995255,0.78045446,-0.82038206,-1.0693235,-0.27630302
2.3818269,1.0,1.0,1.0,-1.0,-1.0,0.91724443,-1.0,-1.0,1.0,2.3818269,6.6600914,0.45321238,0.913727,-0.059202522,0.64037555,0.6094779,-0.88909334,-1.0918912,-0.7412426
2.4620697,1.0,1.0,1.0,-1.0,0.95687795,-0.0188106,-1.0,-1.0,1.0,2.4620697,3.230105,0.5169514,0.75436795,-0.059075743,0.18978454,0.46739596,-0.88864636,-0.89274997,-1.0333885
2.3126533,1.0,1.0,1.0,-0.85259056,1.0,-0.754173,-1.0,-1.0,1.0,2.3126533,-2.1736917,0.41995153,0.646731,-0.13098288,0.036062367,0.3556989,-0.7822178,-0.723528,-1.2439501
2.0986085,1.0,1.0,1.0,-0.4482013,1.0,-1.0,-1.0,-1.0,1.0,2.0986085,-4.5111575,0.5206522,0.59797186,-0.19532815,0.130332,0.19277747,-0.74525523,-0.4232015,-1.2902102
1.9257041,1.0,1.0,1.0,-0.3473836,1.0,-1.0,-1.0,-1.0,1.0,1.9257041,-5.025325,0.42901707,0.58034354,-0.008109019,0.15266731,0.22505811,-0.7517493,-0.44957578,-1.2561918
1.7652915,1.0,1.0,1.0,-0.15680714,1.0,-1.0,-1.0,-1.0,1.0,1.7652915,-5.712058,0.36767843,0.40567523,0.04008305,0.16235925,0.4167016,-0.73969007,-0.7747671,-1.1788278
1.7429537,1.0,1.0,1.0,-0.35977846,1.0,-1.0,-1.0,-1.0,1.0,1.7429537,-4.8382564,0.29688329,0.4389822,0.030566663,0.5557391,0.5614688,-0.77513796,-0.8183293,-0.92521125
1.7732699,1.0,1.0,1.0,-0.4352371,1.0,-1.0,-1.0,-1.0,1.0,1.7732699,-5.130432,0.4008157,0.56135744,0.095952086,0.8435876,0.47542375,-0.7743839,-0.8964467,-0.8128367
2.0214524,1.0,1.0,1.0,0.04769802,1.0,-1.0,-1.0,-1.0,1.0,2.0214524,-6.9747224,0.41761398,0.5081404,0.16609465,1.1077735,0.4607189,-0.663409,-0.776686,-0.68342084
2.0012581,1.0,0.15215985,1.0,1.0,1.0,-1.0,-0.6821955,-1.0,0.34659,2.0012581,-12.082234,0.59552526,0.5544619,0.10610722,1.4060237,0.6226865,-0.580656,-0.5696278,-0.4374075
2.1607106,1.0,1.0,1.0,-0.035044625,1.0,-1.0,-1.0,-1.0,1.0,2.1607106,-7.155215,0.5655307,0.8313483,0.06409045,1.6092333,0.59241664,-0.4380566,-0.7380075,-0.40666798
2.1760874,1.0,1.0,1.0,0.039039806,1.0,-1.0,-1.0,-1.0,1.0,2.1760874,-7.184428,0.4513083,0.9556685,0.13020743,1.476782,0.5608651,-0.53164256,-0.52568233,-0.46126536
2.0963051,1.0,1.0,1.0,0.16620919,1.0,-1.0,-1.0,-1.0,1.0,2.0963051,-7.3952312,0.36085123,1.0606594,0.10239794,1.2652857,0.2283753,-0.5348117,-0.51781857,-0.50579137
1.9902548,1.0,1.0,1.0,-0.08651435,1.0,-1.0,-1.0,-1.0,1.0,1.9902548,-7.1897206,0.229801,1.2464844,0.112945944,1.0326884,0.26976046,-0.51438105,-0.36348307,-0.8453336
1.9595984,1.0,1.0,1.0,0.14470972,1.0,-1.0,-1.0,-1.0,1.0,1.9595984,-6.908202,0.2410305,1.1084012,0.20735674,0.9203403,0.36626077,-0.5693816,-0.34504774,-0.62963945
1.6400732,1.0,1.0,1.0,-0.53790736,1.0,-1.0,-1.0,-1.0,1.0,1.6400732,-2.8868568,0.3103139,1.1722788,0.3058253,0.53282183,0.36695263,-0.4484804,-0.45829555,-0.6534247
1.5048692,1.0,1.0,1.0,-0.33611146,1.0,-1.0,-1.0,-1.0,1.0,1.5048692,-3.935088,0.35521203,1.2464844,0.2720799,0.5049695,0.50238454,-0.47747076,-0.59845066,-0.35054937
1.5464481,1.0,1.0,1.0,0.73725426,1.0,-1.0,-1.0,-1.0,1.0,1.5464481,-6.162451,0.12192649,1.1361966,0.275128,0.40190086,0.51883686,-0.49856868,-0.6048307,-0.08828176
1.468332,1.0,1.0,1.0,-0.18969892,1.0,-1.0,-1.0,-1.0,1.0,1.468332,-3.7690723,0.27929077,1.0052584,0.31338722,0.40081036,0.49526265,-0.5038722,-0.73830086,-0.19985189
1.4383272,1.0,1.0,1.0,-0.66022897,1.0,-1.0,-1.0,-1.0,1.0,1.4383272,-2.1970959,0.36431032,0.989096,0.28099826,0.6048661,0.43414232,-0.5586315,-1.0730733,-0.34663087
1.4773983,1.0,1.0,1.0,-0.7550031,1.0,-1.0,-1.0,-1.0,1.0,1.4773983,-1.9784449,0.4078677,1.0304279,0.22420636,0.9878468,0.58947635,-0.56226814,-1.055719,-0.27071437
1.6072446,1.0,1.0,1.0,-0.94928336,1.0,-1.0,-1.0,-1.0,1.0,1.6072446,1.0872428,0.42839947,1.0885974,0.21643642,1.0497539,0.71957636,-0.48001987,-0.7394609,-0.07010625
1.74961,1.0,1.0,1.0,-0.85006106,1.0,-1.0,-1.0,-1.0,1.0,1.74961,-0.15482914,0.45527107,1.2456772,0.19634625,1.2743468,0.84956115,-0.33505747,-0.5939087,-0.27295837
1.9110425,1.0,1.0,1.0,-0.8133985,1.0,-1.0,-1.0,-1.0,1.0,1.9110425,-0.59137344,0.46216783,0.9219032,0.23355606,1.202507,0.7938056,-0.39661747,-0.7739442,-0.45741838
1.9398725,1.0,1.0,1.0,-0.1888515,1.0,-1.0,-1.0,-1.0,1.0,1.9398725,-5.455134,0.54486775,0.8308488,0.1876773,0.99908084,0.76340896,-0.4253172,-0.7056629,-0.65762186
1.8307352,1.0,1.0,1.0,0.20463091,1.0,-1.0,-1.0,-1.0,1.0,1.8307352,-6.6157675,0.6087829,0.38554645,0.19493984,0.7747674,0.72671777,-0.5302891,-0.50360733,-0.87524045
1.7579045,1.0,1.0,1.0,-0.02433491,1.0,-1.0,-1.0,-1.0,1.0,1.7579045,-5.8834395,0.51829445,0.30330557,0.21816483,0.67282057,0.47347304,-0.5444119,-0.30857766,-1.0763719
1.727347,1.0,1.0,1.0,-0.39904484,1.0,-1.0,-1.0,-1.0,1.0,1.727347,-4.276215,0.4720543,0.34436926,0.37914792,0.3495667,0.3069667,-0.5182842,-0.23003523,-1.4277225
1.5315435,1.0,1.0,1.0,-0.15693358,1.0,-1.0,-1.0,-1.0,1.0,1.5315435,-5.122347,0.46406278,0.4946953,0.3659323,0.39102426,0.306516,-0.430979,-0.24531429,-1.2577274
1.2822126,1.0,1.0,1.0,0.38889733,1.0,-1.0,-1.0,-1.0,1.0,1.2822126,-6.226175,0.64314854,0.3725602,0.40073246,0.4362481,0.292273,-0.31107253,-0.59895426,-1.1130866
1.1905422,1.0,1.0,1.0,-0.27607936,1.0,-1.0,-1.0,-1.0,1.0,1.1905422,-4.229024,0.7301338,0.46286103,0.5006319,0.39266673,0.31380075,-0.49054438,-0.5421271,-1.0433458
1.2389587,1.0,1.0,1.0,0.16874322,1.0,-1.0,-1.0,-1.0,1.0,1.2389587,-5.293847,0.7716375,0.51116437,0.4862905,0.457585,0.42824844,-0.52347255,-0.6121674,-0.7841016
1.1395618,1.0,1.0,1.0,0.45299456,1.0,-1.0,-1.0,-1.0,1.0,1.1395618,-5.810735,0.7238399,0.5406715,0.4139042,0.6215584,0.44019842,-0.5404427,-0.61146975,-0.67644376
1.149953,1.0,1.0,1.0,0.5092715,1.0,-1.0,-1.0,-1.0,1.0,1.149953,-5.545322,0.86008966,0.66059893,0.40642166,0.6801731,0.35906813,-0.41734093,-0.4087181,-0.5296141
1.2221875,1.0,1.0,1.0,-0.53470457,1.0,-1.0,-1.0,-1.0,1.0,1.2221875,-2.8069828,0.91666746,0.8042589,0.36861426,0.8232131,0.4814018,-0.34431118,-0.4076071,-0.5693553
1.3279313,1.0,1.0,1.0,-0.2930149,1.0,-1.0,-1.0,-1.0,1.0,1.3279313,-3.9400406,0.8858502,0.7486351,0.2693274,0.8011794,0.31290236,-0.37683836,-0.25689328,-0.6165752
1.4102668,1.0,1.0,1.0,0.4476155,1.0,-1.0,-1.0,-1.0,1.0,1.4102668,-7.2239285,0.7255532,0.58275855,0.24508914,0.78937864,0.047778584,-0.46101692,-0.1987566,-1.3089579
1.4311473,1.0,1.0,1.0,-0.21008569,1.0,-1.0,-1.0,-1.0,1.0,1.4311473,-5.1251507,0.49276605,0.56762385,0.2366633,0.5029961,-0.08174748,-0.4748157,-0.12557139,-1.159936
1.3023545,1.0,1.0,1.0,0.4359689,1.0,-1.0,-1.0,-1.0,1.0,1.3023545,-6.540186,0.4113948,0.5902258,0.2673277,0.35321712,-0.16385917,-0.43507674,-0.111735195,-1.2827325
1.258957,1.0,1.0,1.0,0.10118318,1.0,-1.0,-1.0,-1.0,1.0,1.258957,-5.1651125,0.45228684,0.58237255,0.30669776,0.007355596,-0.09533938,-0.38948876,-0.078971565,-1.2566987
1.1118745,1.0,1.0,1.0,0.2158441,1.0,-1.0,-1.0,-1.0,1.0,1.1118745,-4.912202,0.441089,0.67623776,0.34799293,0.07095899,0.039266683,-0.24549988,-0.18886764,-1.0933135
0.9535135,1.0,1.0,1.0,0.7159658,1.0,-1.0,-1.0,-1.0,1.0,0.9535135,-5.643426,0.6013297,0.70483255,0.43108183,0.14198926,0.18972933,-0.19343333,-0.44034064,-0.93271035
0.8207185,1.0,0.55511945,1.0,1.0,1.0,-1.0,-0.6937353,-1.0,0.7437414,0.8207185,-6.337619,0.78630775,0.54868376,0.5139599,0.2223926,0.25310418,-0.12917945,-0.39518815,-0.86448663
0.8292544,0.387551,-1.0,1.0,1.0,1.0,-1.0,0.32606792,0.25611863,-0.1882334,0.8292544,-9.835173,0.87056303,0.5681554,0.47673702,0.18308245,0.45043105,-0.14938971,-0.3442127,-0.7472919
0.8706036,1.0,0.20794962,1.0,1.0,1.0,-1.0,-0.48616838,-1.0,0.6275962,0.8706036,-7.0056252,0.9283671,0.6610738,0.3716887,-0.07129737,0.49066687,-0.17059988,-0.29241148,-0.8359792
0.7513555,0.9448852,-0.10323788,1.0,1.0,1.0,-1.0,-0.42787385,-1.0,0.45140725,0.7513555,-7.121024,0.9792399,0.67375743,0.31925493,0.13134098,0.4063421,-0.1531483,-0.14742382,-0.6611049
0.89010423,1.0,1.0,1.0,0.81761605,1.0,-1.0,-1.0,-1.0,1.0,0.89010423,-4.6930847,0.8435274,0.7164926,0.3057508,0.33481503,0.4519532,-0.068590574,-0.07940356,-0.6253395
0.9902017,1.0,0.6289828,1.0,1.0,1.0,-1.0,-0.8814053,-1.0,0.76426464,0.9902017,-6.648226,0.783702,0.6970373,0.3346009,0.56246114,0.45040333,-0.10834329,-0.09951398,-0.61263347
1.1186824,1.0,0.7190973,1.0,1.0,1.0,-1.0,-0.94436496,-1.0,0.85730433,1.1186824,-6.056899,0.7827038,0.5437187,0.37165722,0.37956914,0.49905527,-0.22372475,-0.13886742,-0.37644526
1.1563047,1.0,1.0,1.0,0.99492586,1.0,-1.0,-0.73316973,-1.0,0.90506047,1.1563047,-6.495786,0.7354615,0.8582871,0.43562618,0.26291117,0.16353683,-0.29731396,-0.17665948,-0.786676
1.0809959,1.0,0.6507455,1.0,1.0,1.0,-1.0,-0.6157348,-1.0,0.751596,1.0809959,-7.3425093,0.5935424,0.9003477,0.35692328,0.18145911,0.21753798,-0.34829175,-0.21959724,-0.9793434
0.97677666,1.0,0.41626275,1.0,1.0,1.0,-1.0,-0.70973057,-1.0,0.6642939,0.97677666,-6.736091,0.71609753,0.9179281,0.31994095,0.21394728,-0.022418294,-0.36495066,-0.11636176,-0.5862782
0.8686177,1.0,0.6236644,1.0,1.0,1.0,-1.0,-0.88386065,-1.0,0.7483763,0.8686177,-6.1549697,0.620725,0.85043,0.31366858,0.37574464,0.19232479,-0.28547028,-0.15009788,-0.5719849
0.7498551,1.0,0.40080905,1.0,1.0,1.0,-1.0,-0.8434164,-1.0,0.5994786,0.7498551,-6.585628,0.79621494,0.9100433,0.28734985,0.43895307,0.16440001,-0.27274376,-0.22674674,-0.55012405
0.54764766,0.7935665,-0.1436107,1.0,1.0,1.0,-1.0,-0.7125344,-1.0,0.24430138,0.54764766,-7.553355,0.7802896,0.75198233,0.3712564,0.5830571,0.17516313,-0.3600652,-0.5003406,-0.61224717
