enso_index,action_WWV,action_NPMM,action_SPMM,action_IOB,action_IOD,action_SIOD,action_TNA,action_ATL3,action_SASD,state_Nino34,state_WWV,state_NPMM,state_SPMM,state_IOB,state_IOD,state_SIOD,state_TNA,state_ATL3,state_SASD
-1.8291464,-0.833965,-1.0,-0.97414446,1.0,-0.9031577,-1.0,0.8298946,-1.0,-1.0,-1.8291464,-10.612174,-1.0359957,-0.45890883,-0.19294226,-0.14297014,-0.8262341,0.22956198,0.8124544,-0.02676004
-1.878731,-0.8352265,-1.0,-0.94416463,1.0,-0.7883408,-1.0,0.8809698,-1.0,-1.0,-1.878731,-10.2563505,-0.94199806,-0.6192339,-0.14121047,-0.34978366,-0.85426944,0.22560234,0.7076386,-0.25164047
-1.765402,-0.74205285,-1.0,-0.89842033,1.0,-0.8465435,-1.0,0.78056836,-1.0,-1.0,-1.765402,-10.45334,-1.0271229,-0.6005808,-0.13497613,-0.25918663,-0.8745841,0.18117537,0.59262055,-0.30171856
-1.6033202,-0.7724045,-1.0,0.29338622,1.0,0.3376552,-1.0,1.0,1.0,-1.0,-1.6033202,-14.747921,-0.9946158,-0.6819156,-0.09979914,-0.5032824,-1.0943763,0.14799638,0.37948492,-0.41905546
-1.6335875,-0.7447464,-1.0,0.82883316,1.0,0.8128015,-1.0,1.0,1.0,-1.0,-1.6335875,-16.433298,-1.0225087,-0.7340212,-0.12996703,-0.7156962,-0.997762,0.14050673,0.24480097,-0.2695249
-1.9774911,-0.82216567,-1.0,0.5962813,1.0,0.64074093,-1.0,1.0,1.0,-1.0,-1.9774911,-16.60295,-0.9708992,-0.72552866,-0.15670489,-0.64916945,-0.782316,0.21126002,0.3887999,-0.21931717
-2.2356422,-0.90189844,-1.0,-0.50029445,1.0,-0.31470448,-1.0,1.0,-0.06816414,-1.0,-2.2356422,-14.042995,-0.86362714,-0.70688087,-0.1647614,-0.5523244,-0.82591975,0.34446457,0.53009856,0.024092203
-2.1485643,-1.0,-1.0,-0.77000535,1.0,-0.47347763,-1.0,1.0,-0.5045655,-1.0,-2.1485643,-10.557256,-0.6494173,-0.69495976,-0.13055785,-0.39533278,-0.8545001,0.6904343,0.604133,0.22658889
-1.9104948,-0.8782876,-1.0,-1.0,1.0,-1.0,-1.0,0.25839913,-1.0,-1.0,-1.9104948,-6.2706194,-0.62200123,-0.68078005,-0.213297,-0.17591728,-0.67655075,0.6281404,0.3753873,0.38942587
-1.5456982,-0.8143392,-1.0,-1.0,1.0,-1.0,-1.0,0.59085,-1.0,-1.0,-1.5456982,-7.4601817,-0.5977491,-0.7134242,-0.32052267,-0.043690026,-0.4632192,0.36208847,0.32484838,0.16105856
-1.4509132,-0.66013664,-1.0,-1.0,1.0,-1.0,-1.0,0.11487868,-1.0,-1.0,-1.4509132,-6.400456,-0.6616825,-0.83896965,-0.26281187,0.023884453,-0.62816745,0.29711157,0.1662856,0.0004922594
-1.4343334,-0.6132304,-1.0,-1.0,1.0,-1.0,-1.0,-0.25401074,-1.0,-1.0,-1.4343334,-4.3922706,-0.77855325,-0.7415861,-0.3923722,-0.09132028,-0.5114162,0.3581788,0.6221379,0.08003713
-1.6110662,-0.3175283,-1.0,-1.0,1.0,-1.0,-1.0,-0.7822526,-1.0,-1.0,-1.6110662,-2.3235836,-0.91854215,-0.77852535,-0.37751323,-0.31993124,-0.64405066,0.18220472,0.71334696,0.084884904
-1.6771739,-0.5563608,-1.0,-1.0,1.0,-1.0,-1.0,-0.35950115,-1.0,-1.0,-1.6771739,-4.7931075,-0.91529995,-0.871769,-0.3547975,-0.43121794,-0.5243644,0.1284827,0.7491391,0.30315587
-1.6966656,-0.6221549,-1.0,-1.0,1.0,-1.0,-1.0,-0.019753762,-1.0,-1.0,-1.6966656,-5.784588,-0.9123335,-0.84234357,-0.23136297,-0.69322366,-0.577758,0.018166987,0.7881192,0.13073859
-1.6705235,-0.5546543,-1.0,-1.0,1.0,-1.0,-1.0,0.24808115,-1.0,-1.0,-1.6705235,-7.4812164,-0.90336627,-0.9454419,-0.17960115,-0.715171,-0.81729805,-0.040924024,0.58716035,-0.15766557
-1.7363855,-0.5207831,-1.0,-0.96093357,1.0,-0.9227903,-1.0,0.27541932,-1.0,-1.0,-1.7363855,-7.940121,-0.87452215,-1.0767251,-0.28300354,-1.0288135,-0.7908085,-0.026819099,0.48651475,-0.1016798
-1.8627263,-0.45162356,-1.0,-0.9599608,1.0,-1.0,-1.0,0.06737565,-1.0,-1.0,-1.8627263,-8.392892,-1.0023264,-1.0719451,-0.23701984,-1.0491791,-0.8364574,-0.0583252,0.19321112,0.14836226
-2.0547433,-0.5939883,-1.0,-0.9287176,1.0,-0.98491955,-1.0,0.45791966,-1.0,-1.0,-2.0547433,-10.638888,-1.0359957,-1.1618704,-0.23730882,-0.82352954,-0.6693142,-0.06487025,0.042686697,0.22617194
-2.0702157,-1.0,-1.0,-0.36576468,1.0,-0.1581502,-1.0,1.0,0.3220984,-1.0,-2.0702157,-14.2430935,-1.0117501,-0.8885182,-0.24928217,-0.64198697,-0.6647253,-0.04898291,-0.14669017,0.46087304
-1.9287635,-0.96406895,-1.0,-0.1258838,1.0,0.040667117,-1.0,1.0,0.6345674,-1.0,-1.9287635,-13.724905,-0.92033,-0.69119346,-0.14365132,-0.53249145,-0.6150535,0.044827327,-0.14632137,0.25068095
-1.7407913,-0.8752739,-1.0,-0.24165939,1.0,-0.15510792,-1.0,1.0,0.3060448,-1.0,-1.7407913,-13.111963,-0.9150105,-0.48753017,-0.2393969,-0.24023819,-0.5246243,-0.084561475,0.04988574,-0.17376219
-1.664881,-0.78720707,-1.0,-0.31142944,1.0,-0.2545863,-1.0,1.0,-0.058276445,-1.0,-1.664881,-12.181723,-0.8736361,-0.37638247,-0.25217307,-0.23299956,-0.5348075,-0.026025467,0.079862565,-0.38159353
-1.7739867,-0.45860583,-1.0,-0.908267,1.0,-1.0,-1.0,-0.4176797,-1.0,-1.0,-1.7739867,-7.0481596,-0.8423174,-0.53686756,-0.3964139,-0.4456044,-0.7550642,-0.18629625,0.18149194,-0.5154587
-1.7324516,-0.46245664,-1.0,-0.95211506,1.0,-1.0,-1.0,-0.64815825,-1.0,-1.0,-1.7324516,-6.1009626,-0.96616274,-0.63083977,-0.44273797,-0.43136165,-0.71262455,-0.2093192,0.22286412,-0.5569531
